employee_id,first_name,last_name,email,department,job_title,hire_date,country,employment_type,manager_id
241,Christopher,Dixon,christopher.dixon@globaltech.com,Legal,Data Engineer,2023-06-04,Singapore,Part-Time,13809
242,Justin,Bell,justin.bell@globaltech.com,Customer Success,Marketing Specialist,2021-04-22,Switzerland,Full-Time,9937
243,Susan,Wright,susan.wright@globaltech.com,Strategy,Account Executive,2018-09-04,France,Part-Time,6559
244,Lisa,Perez,lisa.perez@globaltech.com,Manufacturing,HR Specialist,2019-07-15,Mexico,Full-Time,1366
245,Timothy,Martin,timothy.martin@globaltech.com,Legal,Data Analyst,2024-11-02,Netherlands,Contractor,7680
246,Jose,Jackson,jose.jackson@globaltech.com,Marketing,Product Manager,2017-09-13,Australia,Part-Time,9378
247,Kathleen,Scott,kathleen.scott@globaltech.com,Customer Success,Controller,2018-11-05,Sweden,Part-Time,610
248,Sharon,Rogers,sharon.rogers@globaltech.com,Information Technology,Operations Manager,2016-04-26,India,Contractor,9113
249,Gary,Anderson,gary.anderson@globaltech.com,Communications,Senior Product Manager,2024-02-25,Hong Kong,Full-Time,11513
250,Sharon,Phillips,sharon.phillips@globaltech.com,Engineering,Senior Software Engineer,2022-07-02,Ireland,Contractor,5573
251,Amy,Dixon,amy.dixon@globaltech.com,Strategy,HR Specialist,2024-05-02,Brazil,Full-Time,13277
252,Debra,Rogers,debra.rogers@globaltech.com,Manufacturing,Sales Representative,2022-09-02,United Kingdom,Full-Time,6599
253,Emma,Lee,emma.lee@globaltech.com,Supply Chain,Project Manager,2021-03-23,Canada,Contractor,2996
254,Robert,Nickerson,robert.nickerson@globaltech.com,Operations,Financial Analyst,2022-01-26,China,Part-Time,
255,Deborah,Ramirez,deborah.ramirez@globaltech.com,Business Development,Product Manager,2022-12-23,India,Full-Time,2463
256,Robert,Ramirez,robert.ramirez@globaltech.com,Finance,Sales Director,2016-08-14,United States,Contractor,
257,Karen,Scott,karen.scott@globaltech.com,Sales,Business Analyst,2017-06-17,Ireland,Full-Time,9334
258,Debra,Burns,debra.burns@globaltech.com,Communications,Account Executive,2024-04-06,Canada,Full-Time,5049
259,Benjamin,Thompson,benjamin.thompson@globaltech.com,Operations,Controller,2016-07-06,United States,Full-Time,10006
260,Ashley,Bennett,ashley.bennett@globaltech.com,Manufacturing,Data Analyst,2020-02-26,Italy,Part-Time,5730
261,Dennis,Hernandez,dennis.hernandez@globaltech.com,Marketing,Project Manager,2022-07-15,Canada,Full-Time,10767
262,Dennis,Hicks,dennis.hicks@globaltech.com,Communications,Staff Engineer,2016-11-05,United Kingdom,Part-Time,
263,Benjamin,Warren,benjamin.warren@globaltech.com,Marketing,Sales Representative,2020-03-28,France,Contractor,1294
264,Jeffrey,Rodriguez,jeffrey.rodriguez@globaltech.com,Customer Success,Software Engineer,2019-08-07,France,Part-Time,12755
265,Alexander,Knox,alexander.knox@globaltech.com,Supply Chain,Staff Engineer,2019-03-07,Singapore,Part-Time,7063
266,Michelle,Peterson,michelle.peterson@globaltech.com,Human Resources,Sales Representative,2019-06-16,Spain,Contractor,13262
267,Jeffrey,Fox,jeffrey.fox@globaltech.com,Customer Success,Sales Director,2018-08-08,United States,Contractor,5107
268,Douglas,Williams,douglas.williams@globaltech.com,Business Development,Marketing Specialist,2022-04-15,Singapore,Contractor,7826
269,Jessica,Peterson,jessica.peterson@globaltech.com,Data Science,Solutions Architect,2024-05-01,Sweden,Full-Time,2104
270,Patricia,Lewis,patricia.lewis@globaltech.com,Customer Success,Data Scientist,2024-09-30,Australia,Part-Time,
271,Charles,Henry,charles.henry@globaltech.com,Product,HR Manager,2021-03-28,China,Full-Time,7346
272,Alexander,Thomas,alexander.thomas@globaltech.com,Quality Assurance,QA Lead,2019-02-15,Mexico,Part-Time,7112
273,Robert,Williams,robert.williams@globaltech.com,Product,Marketing Manager,2019-03-19,Spain,Contractor,7440
274,Sharon,Collins,sharon.collins@globaltech.com,Finance,Account Executive,2022-05-27,Switzerland,Part-Time,11648
275,Henry,Phillips,henry.phillips@globaltech.com,Strategy,Staff Engineer,2018-05-09,Ireland,Contractor,11803
276,Jessica,Reeves,jessica.reeves@globaltech.com,Supply Chain,HR Specialist,2023-12-29,Germany,Contractor,7664
277,Cynthia,Peterson,cynthia.peterson@globaltech.com,DevOps,Solutions Architect,2022-03-27,Australia,Part-Time,1107
278,Rebecca,Thomas,rebecca.thomas@globaltech.com,Communications,Financial Analyst,2020-08-02,South Korea,Part-Time,10830
279,Nicholas,Lewis,nicholas.lewis@globaltech.com,Operations,Analyst,2024-05-24,United States,Contractor,8799
280,Andrew,Thompson,andrew.thompson@globaltech.com,DevOps,Software Engineer,2017-07-06,Brazil,Full-Time,
281,Eric,Nickerson,eric.nickerson@globaltech.com,Legal,Marketing Specialist,2016-07-23,Ireland,Contractor,14401
282,Christine,Martinez,christine.martinez@globaltech.com,Strategy,Account Executive,2021-05-23,Australia,Full-Time,6142
283,Charles,Jackson,charles.jackson@globaltech.com,Operations,Senior Software Engineer,2015-12-11,Sweden,Part-Time,8856
284,Kevin,Gordon,kevin.gordon@globaltech.com,Communications,QA Lead,2015-07-24,Switzerland,Part-Time,4537
285,Raymond,Reeves,raymond.reeves@globaltech.com,Manufacturing,HR Specialist,2024-05-08,Ireland,Full-Time,
286,Christine,Clark,christine.clark@globaltech.com,Sales,HR Specialist,2017-07-10,Singapore,Part-Time,7614
287,Amanda,Garcia,amanda.garcia@globaltech.com,Quality Assurance,Analyst,2020-07-13,Spain,Part-Time,8324
288,Nicole,Moore,nicole.moore@globaltech.com,Information Technology,Product Manager,2020-10-22,Brazil,Full-Time,5573
289,Gregory,Hernandez,gregory.hernandez@globaltech.com,Marketing,Systems Administrator,2022-12-15,United States,Contractor,13007
290,Anna,Thomas,anna.thomas@globaltech.com,Customer Success,Senior Product Manager,2024-01-26,Germany,Part-Time,10644
291,Larry,Morris,larry.morris@globaltech.com,Supply Chain,HR Manager,2024-12-29,Hong Kong,Contractor,9940
292,Dorothy,Brown,dorothy.brown@globaltech.com,Marketing,Marketing Manager,2016-05-14,Spain,Contractor,3126
293,Brian,Moore,brian.moore@globaltech.com,DevOps,Data Engineer,2024-08-28,Netherlands,Part-Time,2287
294,Rachel,Ramirez,rachel.ramirez@globaltech.com,Supply Chain,HR Specialist,2018-11-13,India,Part-Time,6443
295,Gregory,Ramirez,gregory.ramirez@globaltech.com,DevOps,Consultant,2024-02-19,Japan,Part-Time,1662
296,Peter,Johnson,peter.johnson@globaltech.com,Quality Assurance,Operations Manager,2020-11-02,Switzerland,Part-Time,73
297,Justin,Mason,justin.mason@globaltech.com,Engineering,Senior Software Engineer,2017-04-23,China,Full-Time,665
298,Christine,King,christine.king@globaltech.com,Communications,Software Engineer,2023-02-22,United States,Full-Time,2325
299,Patrick,Sanchez,patrick.sanchez@globaltech.com,Human Resources,Accountant,2022-09-24,Spain,Contractor,14153
300,Patrick,Morgan,patrick.morgan@globaltech.com,Operations,HR Specialist,2021-12-28,Ireland,Contractor,2660
301,Anthony,Taylor,anthony.taylor@globaltech.com,Strategy,Software Engineer,2015-09-07,India,Part-Time,11872
302,Margaret,Perez,margaret.perez@globaltech.com,Human Resources,Analyst,2021-04-10,Mexico,Contractor,10730
303,Kenneth,Davis,kenneth.davis@globaltech.com,Quality Assurance,Business Analyst,2024-03-24,Switzerland,Part-Time,8742
304,Nicole,Mason,nicole.mason@globaltech.com,Manufacturing,Sales Director,2016-03-27,Ireland,Full-Time,
305,Barbara,Garcia,barbara.garcia@globaltech.com,Operations,Sales Director,2022-02-11,Japan,Contractor,14329
306,Brandon,Anderson,brandon.anderson@globaltech.com,Sales,Systems Administrator,2018-08-13,Canada,Contractor,11454
307,Shirley,Dixon,shirley.dixon@globaltech.com,Manufacturing,Consultant,2023-05-09,Brazil,Full-Time,12557
308,Michelle,Boyd,michelle.boyd@globaltech.com,Product,Financial Analyst,2024-12-20,Italy,Contractor,8763
309,James,Hunter,james.hunter@globaltech.com,Finance,Senior Software Engineer,2023-08-03,India,Contractor,14595
310,Benjamin,Edwards,benjamin.edwards@globaltech.com,Strategy,Data Engineer,2024-04-05,Italy,Part-Time,1263
311,Aaron,Rogers,aaron.rogers@globaltech.com,Sales,Sales Director,2023-01-13,United States,Contractor,13307
312,Ashley,Shelton,ashley.shelton@globaltech.com,Communications,Senior Software Engineer,2024-02-23,Switzerland,Part-Time,9297
313,Raymond,Henry,raymond.henry@globaltech.com,Customer Success,QA Lead,2021-02-20,China,Contractor,3193
314,Jerry,Taylor,jerry.taylor@globaltech.com,Business Development,Systems Administrator,2016-03-20,Germany,Full-Time,6325
315,Larry,Boyd,larry.boyd@globaltech.com,Marketing,Analyst,2021-05-24,Sweden,Full-Time,5144
316,Eric,Cooper,eric.cooper@globaltech.com,Product,Software Engineer,2019-03-14,South Korea,Part-Time,9734
317,Justin,Campbell,justin.campbell@globaltech.com,Strategy,Operations Manager,2019-02-28,Hong Kong,Part-Time,
318,Donald,Anderson,donald.anderson@globaltech.com,Customer Success,Controller,2021-03-28,Germany,Contractor,
319,Jose,Young,jose.young@globaltech.com,Strategy,Systems Administrator,2019-03-02,Hong Kong,Full-Time,14100
320,Nancy,Clark,nancy.clark@globaltech.com,Manufacturing,Account Executive,2024-11-10,China,Part-Time,8172
321,Larry,Porter,larry.porter@globaltech.com,Quality Assurance,Financial Analyst,2022-10-11,Brazil,Full-Time,2722
322,Nancy,Fox,nancy.fox@globaltech.com,Marketing,Marketing Manager,2024-09-24,Singapore,Contractor,12557
323,Paul,Martin,paul.martin@globaltech.com,Communications,Analyst,2018-10-06,Germany,Part-Time,827
324,Amanda,Anderson,amanda.anderson@globaltech.com,DevOps,Senior Product Manager,2024-12-14,Ireland,Full-Time,9248
325,Donna,Ramos,donna.ramos@globaltech.com,DevOps,QA Lead,2024-06-14,Hong Kong,Full-Time,4125
326,Douglas,Nickerson,douglas.nickerson@globaltech.com,Supply Chain,HR Manager,2022-06-01,Mexico,Part-Time,927
327,Tyler,Gomez,tyler.gomez@globaltech.com,Customer Success,Recruiter,2023-09-13,United Kingdom,Part-Time,2261
328,Brenda,Rodriguez,brenda.rodriguez@globaltech.com,Data Science,Data Scientist,2020-08-06,United States,Part-Time,10183
329,Shirley,Shelton,shirley.shelton@globaltech.com,Strategy,Recruiter,2019-11-12,Brazil,Part-Time,6641
330,Nicole,Wilson,nicole.wilson@globaltech.com,Human Resources,Recruiter,2015-05-26,Ireland,Part-Time,
331,Daniel,Morgan,daniel.morgan@globaltech.com,Strategy,Quality Assurance Engineer,2024-04-07,Japan,Full-Time,
332,Kevin,Torres,kevin.torres@globaltech.com,Quality Assurance,Data Analyst,2020-03-21,Italy,Contractor,5939
333,Sandra,Rodriguez,sandra.rodriguez@globaltech.com,Legal,Senior Product Manager,2019-02-23,Hong Kong,Contractor,11294
334,Jerry,Lopez,jerry.lopez@globaltech.com,Legal,Analyst,2021-01-11,Switzerland,Full-Time,13948
335,Patricia,Reed,patricia.reed@globaltech.com,Quality Assurance,Data Scientist,2021-06-19,Brazil,Part-Time,7827
336,Christopher,Crawford,christopher.crawford@globaltech.com,Information Technology,Accountant,2023-02-20,China,Contractor,4126
337,Catherine,Gordon,catherine.gordon@globaltech.com,Information Technology,Analyst,2020-07-17,Mexico,Full-Time,5055
338,Pamela,Hunter,pamela.hunter@globaltech.com,Quality Assurance,Staff Engineer,2017-11-14,Japan,Contractor,11385
339,Matthew,Miller,matthew.miller@globaltech.com,Business Development,HR Specialist,2019-02-23,United Kingdom,Full-Time,3220
340,Alexander,Warren,alexander.warren@globaltech.com,Finance,Sales Representative,2024-02-28,India,Contractor,11932
341,Ruth,Lewis,ruth.lewis@globaltech.com,DevOps,Business Analyst,2018-02-20,Australia,Full-Time,3345
342,Peter,Gomez,peter.gomez@globaltech.com,Data Science,Business Analyst,2023-09-05,France,Part-Time,12425
343,Kenneth,Fox,kenneth.fox@globaltech.com,Operations,Data Scientist,2016-08-19,Germany,Part-Time,10855
344,Brenda,Morris,brenda.morris@globaltech.com,Communications,Data Analyst,2017-05-01,Australia,Part-Time,401
345,Robert,Scott,robert.scott@globaltech.com,Marketing,Software Engineer,2017-12-30,Mexico,Full-Time,
346,Edward,Anderson,edward.anderson@globaltech.com,Engineering,HR Manager,2019-04-10,Hong Kong,Contractor,10335
347,James,Thomas,james.thomas@globaltech.com,Legal,HR Manager,2019-09-26,Germany,Part-Time,927
348,Cynthia,Reeves,cynthia.reeves@globaltech.com,Product,Sales Director,2015-06-11,France,Contractor,10964
349,Margaret,White,margaret.white@globaltech.com,Information Technology,Data Scientist,2021-04-10,Netherlands,Contractor,10430
350,Steven,Thompson,steven.thompson@globaltech.com,Sales,Consultant,2021-12-19,Japan,Part-Time,13712
351,Amanda,Wilson,amanda.wilson@globaltech.com,Strategy,Marketing Specialist,2022-04-21,Singapore,Contractor,2254
352,Joseph,Garrison,joseph.garrison@globaltech.com,Sales,Senior Product Manager,2020-01-17,India,Part-Time,6443
353,Jose,Ramos,jose.ramos@globaltech.com,Marketing,Sales Director,2024-01-13,Germany,Part-Time,
354,Nicole,Gonzalez,nicole.gonzalez@globaltech.com,DevOps,Analyst,2020-12-14,United Kingdom,Contractor,
355,Tyler,Jones,tyler.jones@globaltech.com,Human Resources,Data Analyst,2017-02-19,South Korea,Contractor,3138
356,Kathleen,Dixon,kathleen.dixon@globaltech.com,Sales,Data Scientist,2023-10-29,Hong Kong,Full-Time,1094
357,Margaret,Bennett,margaret.bennett@globaltech.com,Human Resources,Financial Analyst,2019-02-06,Singapore,Contractor,14153
358,Carolyn,Anderson,carolyn.anderson@globaltech.com,Quality Assurance,Account Executive,2024-10-14,Hong Kong,Full-Time,4585
359,Matthew,Shelton,matthew.shelton@globaltech.com,Supply Chain,Financial Analyst,2023-10-15,United States,Part-Time,13277
360,Shirley,Martinez,shirley.martinez@globaltech.com,Manufacturing,Recruiter,2019-11-02,Netherlands,Contractor,7865
361,James,Moore,james.moore@globaltech.com,DevOps,QA Lead,2023-01-31,United Kingdom,Full-Time,9851
362,Katherine,Martinez,katherine.martinez@globaltech.com,Engineering,Marketing Specialist,2018-11-05,United States,Contractor,13663
363,Gary,Russell,gary.russell@globaltech.com,Data Science,Product Manager,2020-10-12,China,Contractor,
364,Janet,Hernandez,janet.hernandez@globaltech.com,Strategy,Project Manager,2019-11-05,China,Part-Time,5551
365,Ronald,Dixon,ronald.dixon@globaltech.com,Strategy,Quality Assurance Engineer,2016-09-11,Hong Kong,Contractor,12317
366,Stephanie,Wilson,stephanie.wilson@globaltech.com,Quality Assurance,Operations Manager,2024-05-06,Spain,Contractor,9603
367,Brandon,Lee,brandon.lee@globaltech.com,Product,Account Executive,2015-07-01,Italy,Full-Time,5107
368,Ashley,Taylor,ashley.taylor@globaltech.com,Operations,Analyst,2016-01-25,Germany,Contractor,12557
369,Shirley,Hernandez,shirley.hernandez@globaltech.com,Manufacturing,Data Scientist,2024-07-02,Australia,Full-Time,14021
370,Alexander,Campbell,alexander.campbell@globaltech.com,Information Technology,Sales Director,2017-06-21,Netherlands,Contractor,4748
371,Janet,Scott,janet.scott@globaltech.com,Operations,QA Lead,2020-02-24,India,Contractor,10183
372,Raymond,Martinez,raymond.martinez@globaltech.com,DevOps,Staff Engineer,2015-01-11,Brazil,Contractor,12569
373,William,Warren,william.warren@globaltech.com,Business Development,Analyst,2015-11-28,United Kingdom,Contractor,12613
374,Laura,Wright,laura.wright@globaltech.com,Sales,Business Analyst,2024-03-06,South Korea,Contractor,6080
375,Sandra,Morris,sandra.morris@globaltech.com,DevOps,Project Manager,2020-09-23,South Korea,Full-Time,8457
376,Jose,Warren,jose.warren@globaltech.com,Engineering,Data Scientist,2023-03-14,France,Full-Time,9041
377,Amanda,Crawford,amanda.crawford@globaltech.com,DevOps,Sales Representative,2022-12-20,Singapore,Part-Time,11326
378,Jeffrey,Hernandez,jeffrey.hernandez@globaltech.com,Engineering,Sales Representative,2016-10-21,France,Part-Time,
379,Ashley,Robinson,ashley.robinson@globaltech.com,Product,Staff Engineer,2019-07-10,Hong Kong,Contractor,11932
380,Nicholas,Parker,nicholas.parker@globaltech.com,Sales,HR Specialist,2016-05-24,Canada,Contractor,10531
381,Jacob,Brown,jacob.brown@globaltech.com,Manufacturing,Quality Assurance Engineer,2016-09-29,Australia,Part-Time,
382,Jacob,Peterson,jacob.peterson@globaltech.com,Operations,Controller,2019-11-24,Hong Kong,Contractor,7321
383,Raymond,Wilson,raymond.wilson@globaltech.com,Supply Chain,Sales Director,2018-09-24,Canada,Part-Time,1368
384,David,Parker,david.parker@globaltech.com,Information Technology,Data Analyst,2016-03-07,Australia,Full-Time,4662
385,Ruth,Miller,ruth.miller@globaltech.com,DevOps,Software Engineer,2018-05-11,Singapore,Contractor,11918
386,Justin,Walker,justin.walker@globaltech.com,Operations,Marketing Specialist,2017-01-16,Spain,Part-Time,4764
387,Kenneth,Peterson,kenneth.peterson@globaltech.com,Product,Sales Director,2023-12-10,Singapore,Part-Time,6579
388,Daniel,Peterson,daniel.peterson@globaltech.com,Engineering,Financial Analyst,2016-01-19,Ireland,Full-Time,6599
389,Ronald,Murphy,ronald.murphy@globaltech.com,Product,Data Analyst,2018-05-17,Netherlands,Full-Time,7841
390,Mary,Wilson,mary.wilson@globaltech.com,Legal,Quality Assurance Engineer,2019-01-14,Germany,Full-Time,1366
391,Nicholas,Walker,nicholas.walker@globaltech.com,Engineering,Software Engineer,2024-05-26,Italy,Contractor,9005
392,Tyler,Crawford,tyler.crawford@globaltech.com,Operations,Staff Engineer,2015-05-25,United States,Full-Time,12821
393,Steven,Mason,steven.mason@globaltech.com,DevOps,Analyst,2019-03-15,South Korea,Part-Time,3339
394,Paul,Warren,paul.warren@globaltech.com,Strategy,Systems Administrator,2016-06-23,United States,Part-Time,9578
395,Anthony,Perez,anthony.perez@globaltech.com,DevOps,Account Executive,2022-06-05,India,Part-Time,647
396,Cynthia,Gordon,cynthia.gordon@globaltech.com,Human Resources,Data Scientist,2019-11-26,United States,Full-Time,563
397,Elizabeth,Lopez,elizabeth.lopez@globaltech.com,Quality Assurance,HR Manager,2021-12-23,Switzerland,Part-Time,1470
398,Timothy,Price,timothy.price@globaltech.com,Marketing,Quality Assurance Engineer,2016-03-31,Germany,Contractor,9691
399,Daniel,Williams,daniel.williams@globaltech.com,Information Technology,Systems Administrator,2018-02-01,South Korea,Part-Time,8324
400,Cynthia,Rodriguez,cynthia.rodriguez@globaltech.com,Legal,Solutions Architect,2017-04-07,Italy,Contractor,
401,Alexander,Reeves,alexander.reeves@globaltech.com,DevOps,Systems Administrator,2019-01-19,Spain,Contractor,9091
402,Larry,Crawford,larry.crawford@globaltech.com,Communications,Quality Assurance Engineer,2023-03-30,China,Full-Time,
403,Anthony,Garrison,anthony.garrison@globaltech.com,Communications,HR Specialist,2017-03-14,Japan,Part-Time,2051
